Atom,Name,biotech,bluespace,combat,engineering,magnets,materials,plasmatech,powerstorage,programming,syndicate
/obj/item/weapon/stock_parts/subspace/transmitter,"subspace transmitter",,3,,,5,5,,,,
/obj/item/weapon/stock_parts/subspace/treatment,"subspace treatment disk",,2,,,2,5,,,3,
/obj/item/weapon/storage/backpack/holding,"Bag of Holding",,4,,,,,,,,
/obj/item/weapon/storage/pneumatic,"pneumatic cannon",,,,3,,3,,,,
/obj/item/weapon/storage/pneumatic/verb,"pneumatic cannon",,,,3,,3,,,,
/obj/item/weapon/storage/toolbox,"toolbox",,,1,,,,,,,
/obj/item/weapon/storage/toolbox/electrical,"electrical toolbox",,,1,,,,,,,
/obj/item/weapon/storage/toolbox/emergency,"emergency toolbox",,,1,,,,,,,
/obj/item/weapon/storage/toolbox/mechanical,"mechanical toolbox",,,1,,,,,,,
/obj/item/weapon/storage/toolbox/syndicate,"suspicious looking toolbox",,,1,,,,,,,1
/obj/item/weapon/surgicaldrill,"surgical drill",1,,,,,1,,,,
/obj/item/weapon/syntiflesh,"syntiflesh",2,,,,,,,,,
/obj/item/weapon/teleportation_scroll,"scroll of teleportation",,4,,,,,,,,
/obj/item/weapon/teleportation_scroll/apprentice,"lesser scroll of teleportation",,2,,,,,,,,
/obj/item/weapon/tile_painter,"tile painter",,,,2,,1,,,,
/obj/item/weapon/twohanded/dualsaber,"double-bladed energy sword",,,,,3,,,,,4
/obj/item/weapon/twohanded/hfrequency,"high-frequency blade",,,5,,4,,,,,
/obj/item/weapon/weldingtool,"welding tool",,,,1,,,,,,
/obj/item/weapon/weldingtool/experimental,"Experimental Welding Tool",,,,4,,,3,,,
/obj/item/weapon/weldingtool/hugetank,"Upgraded Welding Tool",,,,3,,,,,,
/obj/item/weapon/weldingtool/largetank,"Industrial Welding Tool",,,,2,,,,,,
/obj/item/weapon/wirecutters,"wirecutters",,,,1,,1,,,,
/obj/item/weapon/wrench,"wrench",,,,1,,1,,,,
